ID;Grupo Funcional;Función química ;Nombre_Sustrato;Formula_Sustrato;PM_Sustrato;PE_Sustrato °C;Incertidumbre PE;Densidad_Sustrato  g/cm³;Incertidumbre densidad;pKa_Sustrato;Incertidumbre Pka;LD50_Sustrato mg /kg;Nombre_Reactivo 1;Fórmula Molecular 1;Nombre_Reactivo 2;Fórmula Molecular 2;Nombre_Reactivo 3;Fórmula Molecular 3;Nombre_Catalizador 1;Catalizador 1;Nombre_Catalizador 2;Catalizador 2;Nombre_Catalizador 3;Catalizador 3;Nombre_Catalizador 4;Catalizador 4;Nombre_Solvente 1;Formula Solvente 1;Nombre_Solvente 2;Formula Solvente 2;Nombre_Solvente 3;Formula Solvente 3;Temperatura;Nombre_Medio;Medio;Nombre_Producto;Formula_Producto;PM_Producto;PE_Producto;Incertidumbre PE;Densidad_Producto;Incertidumbre densidad;pKa_Producto;Incertidumbre Pka;LD50_Producto Mamifero mg /kg;Tipo_Reaccion;Nombre_Reaccion;
AMD07;Amidas;–CONH2;2 - Metilpentanamida;C6H13NO;115.17;245.00;8.00;0.90;0.06;16.68;0.50;0.00;Hidróxido de sodio;NaOH;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Agua;H2O;0.00;0.00;0.00;0.00;0.00;Básico / Calor;Básico;2-Metilpentanoato de sodio;C6H11NaO2;116.16;196.50;0.00;0.92;0.00;4.79;0.00;0.00;Sustitución Nucleofílica Acílica;Hidrólisis básica de amidas;
AMD15;Amidas;–CONH2;Isobutiramida;C4H9NO;87.12;221.00;0.00;0.91;0.06;16.60;0.50;0.00;Hidruro de diisobutilaluminio;DIBAL-H;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Diclorometano;CH2Cl2;0.00;0.00;0.00;0.00;0.00;Baja temperatura (-78°C);Anhidro / Reductor suave;Isobutiraldehído;C4H8O;72.11;64.00;0.00;0.79;0.00;15.49;0.00;0.00;Reducción;Reducción parcial de amidas a aldehídos;
AMD16;Amidas;–CONH2;2 - Metilbutanamida;C5H11NO​​​​;101.15;181.00;0.00;0.90;0.06;16.67;0.50;0.00;Hidruro de diisobutilaluminio;DIBAL-H;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Diclorometano;CH2Cl2;0.00;0.00;0.00;0.00;0.00;Baja temperatura (-78°C);Anhidro / Reductor suave;2-Metilbutanal;C5H10O;86.13;92.00;0.00;0.80;0.00;7.00;0.00;0.00;Reducción;Reducción parcial de amidas a aldehídos;
AMD17;Amidas;–CONH2;2 - Metilpentanamida;C6H13NO;115.17;245.00;8.00;0.90;0.06;16.68;0.50;0.00;Hidruro de diisobutilaluminio;DIBAL-H;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Diclorometano;CH2Cl2;0.00;0.00;0.00;0.00;0.00;Baja temperatura (-78°C);Anhidro / Reductor suave;2-Metilpentanal;C6H12O;100.16;117.00;0.00;0.81;0.00;7.00;0.00;0.00;Reducción;Reducción parcial de amidas a aldehídos;
AMD11;Amidas;–CONH2;Acetamida;C2H5NO;59.07;222.00;0.00;1.16;0.00;25.50;0.00;0.00;Hidruro de litio y aluminio;LiAlH4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Éter dietílico ;C4H10O;0.00;0.00;0.00;0.00;0.00;Anhidro / Reductor;Fuerte reductor;Etilamina;C2H7N;45.08;16.60;0.00;0.69;0.00;10.67;0.00;0.00;Reducción;Reducción de amidas a aminas;
AMD12;Amidas;–CONH2;Propionamida;C3H7NO;73.09;213.00;0.00;1.01;0.00;16.60;0.40;0.00;Hidruro de litio y aluminio;LiAlH4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Éter dietílico ;C4H10O;0.00;0.00;0.00;0.00;0.00;Anhidro / Reductor;Fuerte reductor;Propilamina;C3H9N;59.11;48.50;0.00;0.72;0.00;10.53;0.00;580.00;Reducción;Reducción de amidas a aminas;
AMD13;Amidas;–CONH2;Butiramida;C4H9NO;87.12;216.00;0.00;0.89;0.00;16.67;0.40;0.00;Hidruro de litio y aluminio;LiAlH4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Éter dietílico ;C4H10O;0.00;0.00;0.00;0.00;0.00;Anhidro / Reductor;Fuerte reductor;Butilamina;C4H11N;73.14;78.00;0.00;0.73;0.00;10.60;0.00;590.00;Reducción;Reducción de amidas a aminas;
AMD14;Amidas;–CONH2;Pentanamida​;C5H11NO;101.15;90.00;0.00;0.85;0.00;16.68;0.40;0.00;Hidruro de litio y aluminio;LiAlH4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Éter dietílico ;C4H10O;0.00;0.00;0.00;0.00;0.00;Anhidro / Reductor;Fuerte reductor;Pentilamina;C5H13N;87.16;104.00;0.00;0.75;0.00;10.60;0.00;0.00;Reducción;Reducción de amidas a aminas;
AMD21;Amidas;–CONH2;Acetamida;C2H5NO;59.07;222.00;0.00;1.16;0.00;25.50;0.00;0.00;Hipobromito de sodio;NaOBr;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Agua;H2O;0.00;0.00;0.00;0.00;0.00;Básico / Frío (0°C);Básico;N-bromoacetamida;C2H4BrNO;137.96;128.50;0.00;1.71;0.06;9.41;0.46;0.00;Sustitucion electrofilica ;N-bromación de amidas (Transposición de Hofmann etapa 1);
AMD22;Amidas;–CONH2;Propionamida;C3H7NO;73.09;213.00;0.00;1.01;0.00;17.00;0.40;0.00;Hipobromito de sodio;NaOBr;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Agua;H2O;0.00;0.00;0.00;0.00;0.00;Básico / Frío (0°C);Básico;N-bromopropionamida;C3H6BrNO;151.99;73.00;0.00;1.56;0.06;9.41;0.46;0.00;Sustitucion electrofilica ;N-bromación de amidas (Transposición de Hofmann etapa 1);
AMD23;Amidas;–CONH2;Butiramida;C4H9NO;87.12;216.00;0.00;0.89;0.00;17.00;0.40;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Agua";H2O;0.00;0.00;0.00;0.00;0.00;agua;Neutro;Butanamida (9CI, ACI);C4H9NO;87.12;216.00;0.00;0.89;0.00;16.67;0.40;0.00;Disolución;Hidrólisis de nitrilos;
AMD24;Amidas;–CONH2;Pentanamida​;C5H11NO;101.15;90.00;0.00;0.85;0.00;16.68;0.40;0.00;Hipobromito de sodio;NaOBr;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Agua;H2O;0.00;0.00;0.00;0.00;0.00;Básico / Frío (0°C);Básico;N-bromopentanamida;C5H10BrNO;180.04;15.00;0.00;1.38;0.06;9.41;0.46;0.00;Sustitucion electrofilica ;N-bromación de amidas (Transposición de Hofmann etapa 1);
AMD51;Amidas;–CONH2;Acetamida;C2H5NO;59.07;222.00;0.00;1.16;0.00;25.50;0.00;0.00;Reactivo de Lawesson;Lawesson's reagent;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Tolueno;C7H8;Xileno;C8H10;0.00;0.00;0.00;Reflujo;Térmico;Tioacetamida;C2H5NS;75.13;111.70;23.00;1.07;0.06;18.45;0.00;0.00;Sustitución Nucleofílica Acílica;Tionación de amidas (Síntesis de tioamidas);
AMD52;Amidas;–CONH2;Propionamida;C3H7NO;73.09;213.00;0.00;1.01;0.00;16.60;0.40;0.00;Reactivo de Lawesson;Lawesson's reagent;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Tolueno;C7H8;Xileno;C8H10;0.00;0.00;0.00;Reflujo;Térmico;Tiopropionamida;C3H7NS;89.16;80.00;0.00;1.03;0.06;13.17;0.29;0.00;Sustitución Nucleofílica Acílica;Tionación de amidas (Síntesis de tioamidas);
AMD53;Amidas;–CONH2;Butiramida;C4H9NO;87.12;216.00;0.00;0.89;0.00;16.67;0.40;0.00;Reactivo de Lawesson;Lawesson's reagent;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Tolueno;C7H8;Xileno;C8H10;0.00;0.00;0.00;Reflujo;Térmico;Tiobutiramida;C4H9NS;103.19;88.50;0.00;1.00;0.06;13.25;0.29;0.00;Sustitución Nucleofílica Acílica;Tionación de amidas (Síntesis de tioamidas);
AMD54;Amidas;–CONH2;Pentanamida​;C5H11NO;101.15;90.00;0.00;0.85;0.00;16.68;0.40;0.00;"	
1.2 - etiol etano";C2H6O2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;rofurano tetrahidro;C4H8O;0.00;0.00;0.00;0.00;0.00;Medio orgánico reductor;neutro;1- Pentanamina (9CI. ACI);C5H13N;87.16;104.00;0.00;0.75;0.00;10.60;0.00;0.00;Reducción;Reducción de amidas a aminas;
ANH04;Anhidridos;–CO–O–CO–;Etanoato de octilo;C10H20O2;172.26;121.50;0.00;1.18;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;"	
lipasa de triacilglicerol";C2235H3416N618O671S18;0.00;0.00;0.00;0.00;"	
Hexano";C6H14;0.00;0.00;0.00;0.00;0.00;Lipasa de triacilglicerol;Neutro;Ácido acético. éster pentílico (8CI. 9CI. ACI);C7H14O2;130.19;149.20;0.00;0.88;0.00;7.00;0.00;0.00;Sustitución;Transesterificación;
ANH05;Anhidridos;–CO–O–CO–;Anhídrido ftálico;C8H4O3;148.12;295.00;0.00;1.53;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Piridina";C5H5N;0.00;0.00;0.00;0.00;0.00;Piridina;Básico;α- D - Galactop yranosa. 1. 2: 3. 4- bis-O- (1- metiletilideno ) - . 1.2- arboxilato bencenédico de hidrógeno (9CI);C20H24O9;408.40;536.10;50.00;1.27;0.06;3.34;0.36;0.00;Condensación;Alcoholismo de anhídridos;
ANH09;Anhidridos;–CO–O–CO–;Anhídrido Butírico;C8H14O3;158.20;200.40;0.00;0.97;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;"	
ácido trifluoroacético";C2HF3O2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Ácido trifluoroacético;Ácido ;1- Butanona. 1- (4- metoxi fenil) - (9CI. ACI);C11H14O2;178.23;186.00;0.00;1.05;0.00;7.00;0.00;0.00;Condensación;Acilación de Friedel-Crafts;
ANH10;Anhidridos;–CO–O–CO–;Anhídrido Itacónico;C5H4O3;112.08;115.00;0.00;1.27;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Cloroformo";CHCl3;0.00;0.00;0.00;0.00;0.00;Medio Neutro (Sin reactivos reportados);Neutro;3- Ácido quinolinacético . 4a- (etoxicarbonil ) - 1. 2. 3. 4. 4a. 5. 6. 7- octahidro- 2- oxo- 1- (2- propin- 1- il) - . (3R. 4aS) -rel- (ACI);C17H21NO5;319.35;529.16;50.00;1.27;0.10;4.37;0.10;0.00;Condensación;Michael Addition y Retro-Michael Reactions;
ANH13;Anhidridos;–CO–O–CO–;Anhídrido propiónico;C6H10O3;130.14;167.00;0.00;1.01;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Agua";H2O;0.00;0.00;0.00;0.00;0.00;Agua;Neutro (Hidrólisis térmica);Benzim idazo [1. 2-do] quinazolina . 2.4- dibromo - 6- etil- (9CI. ACI);C16H11Br2N3;134.18;405.09;0.00;1.84;0.14;1.40;0.30;0.00;Condensación;Formación de heterociclos N/O/S;
ANH14;Anhidridos;–CO–O–CO–;Anhídrido maleico;C4H2O3;98.06;202.00;0.00;1.48;0.00;1.83;0.00;0.00;0;0;0.00;0.00;0.00;0.00;pag- Ácido toluenosulfónico;C7H8O3S;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;p-Ácido toluenosulfónico (PTSA);Ácido;Ácido 2- butenodioico (2Z) - . 1- (3. 6. 9. 12. 15- pentaoxah eptacos- 1 -il) éster (ACI);C26H48O9;504.65;598.54;50.00;1.05;0.06;2.49;0.25;0.00;Condensación;Acilación de Friedel-Crafts;
ANH16;Anhidridos;–CO–O–CO–;Anhídrido succínico;C4H4O3;100.07;261.00;0.00;1.50;0.00;3.50;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Tolueno;C7H8;0.00;0.00;0.00;0.00;0.00;Medio Neutro (Sometido a reflujo en Tolueno);Neutro;Ácido butanoico. 4- [[ 4- [[[ bis [[( 1. 1- dimetil etoxi) carbonil] amino] metileno] amino] metil] fenil] amino] - 4- oxo- (ACI);C22H32N4O7;464.51;0.00;0.00;1.22;0.14;4.65;0.10;0.00;Condensación;Acilación de nucleófilos de nitrógeno por anhídridos o dicarbonatos;
ANH18;Anhidridos;–CO–O–CO–;Anhídrido Trifluoroacético;C4F6O3;210.03;40.00;0.00;1.51;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Diclorometano";CH2Cl2;"	acetona itril";C2H3N;0.00;0.00;0.00;Medio Neutro (Sin reactivos reportados);Neutro;1H- 1. 2. 4- Triazol. 3- (4- nitrophenil ) - 5- ( trifluorometil) - (9CI. ACI);C9H5F3N4O2;258.16;384.25;52.00;1.57;0.06;6.10;0.40;0.00;Condensación;Formación de heterociclos N/O/S;
ANH19;Anhidridos;–CO–O–CO–;Anhídrido Butírico;C8H14O3;158.20;200.40;0.00;0.97;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Agua";H2O;0.00;0.00;0.00;0.00;0.00;Agua;Neutro;Ácido fosfónico. [[( 1- oxobutil) amino] fenilmetil ] -(9CI);C11H16NO4P;257.22;195.00;0.00;1.30;0.06;1.47;0.28;0.00;Condensación;Acilación de nucleófilos de nitrógeno por anhídridos o dicarbonatos;
ANH20;Anhidridos;–CO–O–CO–;Anhídrido Itacónico;C5H4O3;112.08;115.00;0.00;1.27;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.4 - dioxano;C4H8O2;0.00;0.00;0.00;0.00;0.00;0;Neutro;Ácido butanodioico . éster 2- metileno- . 4- (2- hexildecilo) (ACI);C21H38O4;354.52;477.44;28.00;0.96;0.06;3.83;0.11;0.00;Condensación;Alcoholismo de anhídridos;
ANH01;Anhidridos;–CO–O–CO–;Butanoato de metilo;C3H10O2;102.13;102.80;0.00;0.90;0.00;7.00;0.00;0.00;"	
(dimetilsulfuro) trihidr oboro";C2H9BS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2- Metiltetrahidrofurano;C5H10O;0.00;0.00;0.00;0.00;0.00;Complejo borano-dimetilsulfuro;Ácido;1- Butanol (9CI. ACI);C4H10O;74.12;117.70;0.00;0.81;0.00;16.10;0.00;0.00;Óxido-Reducción;Reducción de ésteres carboxílicos a alcoholes;
ANH02;Anhidridos;–CO–O–CO–;Etanoato de etilo;C4H8O2;88.11;77.00;0.00;0.90;0.00;26.00;0.00;3000.00;"	
bis (trimetilsilil ) amida de litio";C6H18LiNSi2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
rofurano tetrahidro";C4H8O;0.00;0.00;0.00;0.00;0.00;Bis(trimetilsilil)amida de litio (LiHMDS);Básico;1- Ácido naftalenacético . 7- fluoro - 1.2.3.4 -tetrahidro - 1 - hidroxi- . éster etílico (9CI. ACI);C14H17FO3;252.28;350.09;37.00;1.20;0.06;13.28;0.20;0.00;Condensación;Reacción de condensación entre compuestos con hidrógeno activo y aldehídos o cetonas / Reacción de Knoevenagel;
ANH12;Anhidridos;–CO–O–CO–;Anhídrido benzoico;C14H10O3;226.23;360.00;0.00;1.21;0.00;7.00;0.00;0.00;"	
cloruro de oxalilo";C2O2Cl2;"	
lamina de trietilo";C6H15N;0.00;0.00;0.00;0.00;Dimetilformamida;C3H7NO;0.00;0.00;0.00;0.00;"	
Diclorometano";CH2Cl2;0.00;0.00;0.00;0.00;0.00;Cloruro de oxalilo / Trietilamina / Dimetilformamida;Básico;Benzamida.norte- [( 1S) - 2. 2- dimetil- 1- [( 8- quinolinilamino ) carbonil] propil] - (ACI);C22H23N3O2;361.44;646.53;35.00;1.20;0.06;11.98;0.43;0.00;Condensación;Acilación de nucleófilos de nitrógeno por ácidos carboxílicos;
ANH15;Anhidridos;–CO–O–CO–;Anhídrido ftálico;C8H4O3;148.12;295.00;0.00;1.53;0.00;7.00;0.00;0.00;"	
lamina de trietilo";C12H20O7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.2 - dicloroetano;C2H4CL2;0.00;0.00;0.00;0.00;0.00;Trietilamina;Básico;Ácido benzoico. 2- [[ 4- [2- [( 3-endo) - 3- (2- metil- 1H- benzimidazol- 1- il) - 8- azabiciclo [3.2.1] oct- 8- il] etil] - 4- fenil- 1- piperidinil ] carbonilo ] - (9CI. ACI);C36H40N4O3;576.73;788.95;60.00;1.30;0.14;3.69;0.36;0.00;Condensación;Acilación de nucleófilos de nitrógeno por anhídridos o dicarbonatos;
ANH03;Anhidridos;–CO–O–CO–;Etanoato de pentilo;C7H14O2;130.19;149.20;0.00;0.88;0.00;7.00;0.00;0.00;"	
Lamina dietética";C7H14O2;0.00;0.00;0.00;0.00;"	
bromuro de litio";LiBr;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Bromuro de litio;Neutro;Ácido acético. éster butílico (8CI. 9CI. ACI);C6H12O2;116.16;126.10;0.00;0.88;0.00;7.00;0.00;4300.00;Sustitución;Transesterificación;
ANH08;Anhidridos;–CO–O–CO–;Anhídrido Trifluoroacético;C4F6O3;210.03;40.00;0.00;1.51;0.00;7.00;0.00;0.00;"	
Piridina";C5H5N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
1.4 - dioxano";C4H8O2;0.00;0.00;0.00;0.00;0.00;Piridina;Básico;2. 4 (1H. 3H) - Pirimidinadiona . 1.3 - dimetil- 6- (1- piperidinil ) -5- ( 2.2.2 - trifluoroacetil ) - (ACI);C13H16F3N3O3;319.28;329.85;52.00;1.39;0.06;-2.70;0.20;0.00;Condensación;Acilación de Friedel-Crafts;
ANH07;Anhidridos;–CO–O–CO–;Anhídrido acético-fórmico;C3H4O3;88.06;38.25;0.00;1.12;0.00;7.00;0.00;0.00;"	
Triclorofósforo";PCl3;"	
bromuro de hidrógeno";HBr;"	
lamina de trietilo
anhídrido acético- fórmico";C6H15N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Acetona ;C3H6O;Ácido acético;C2H4O2;"	
Diclorometano";CH2Cl2;0.00;Triclorofósforo / Bromuro de hidrógeno / Trietilamina;Ácido;Ácido fosfónico.PAG- [1- (formil amino) - 2- metil propil] - . éster bis (4- etilfenil ) (ACI);C21H28NO4P;389.43;541.29;50.00;1.13;0.06;14.19;0.23;0.00;Condensación;Preparación de ésteres inorgánicos a partir de alcoholes;
ANH11;Anhidridos;–CO–O–CO–;Anhídrido acético;C4H6O3;102.09;139.50;0.00;1.08;0.00;7.00;0.00;0.00;Carbonato de sodio;Na2CO3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Carbonato de sodio;Básico;Glicina.norte- acetil-norte-fenil- . éster etílico (9CI. ACI);C12H15NO3;221.25;275.00;0.00;1.11;0.00;0.16;0.50;0.00;Condensación;Acilación de nucleófilos de nitrógeno por anhídridos o dicarbonatos;
ANH17;Anhidridos;–CO–O–CO–;Anhídrido acético-fórmico;C3H4O3;88.06;38.25;0.00;1.12;0.00;7.00;0.00;0.00;borohidruro de sodio;NaBH4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Benceno;C6H6;"	
metanol";CH3OH;"	
Diclorometano";CH2Cl2;0.00;Borohidruro de sodio;Neutro;Formamida.norte.norte′- (1R. 2R) - 1. 2- ciclohexa nediilbis [norte- [( 2- metilfenil ) metil] - (ACI);C24H30N2O2;378.51;630.22;55.00;1.13;0.10;-1.07;0.40;0.00;Óxido-Reducción;Acilación de nucleófilos de nitrógeno con ésteres carboxílicos y análogos;
ANH06;Anhidridos;–CO–O–CO–;Anhídrido succínico;C4H4O3;100.07;261.00;0.00;1.50;0.00;3.50;0.00;0.00;cloruro de aluminio;AlCl3;"	
ácido clorhídrico";HCL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Diclorometano;CH2Cl2;Agua;H2O;0.00;0.00;0.00;Cloruro de aluminio ($AlCl_3$) / Ácido clorhídrico;Ácido;Ácido bencenobutanoico . 5- fluoro- 2- hidroxi- γ- oxo- . éster metílico (9CI. ACI);C11H11FO4;226.20;355.04;32.00;1.28;0.06;7.76;0.43;0.00;Condensación;Acilación de Friedel-Crafts;
EST01;Ésteres;–COOR;Butanoato de metilo;C3H10O2;102.13;102.80;0.00;0.90;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;lipasa de triacilglicerol ;C11H9N3NaO;0.00;0.00;0.00;0.00;0.00;0.00;Agua ;H2O;0.00;0.00;0.00;0.00;0.00;Lipasa de triacilglicerol;Neutro;Ácido butanoico;C4H8O2;102.13;102.80;0.00;0.90;0.00;7.00;0.00;0.00;Sustitución;hidrólisis enzimática;
EST04;Ésteres;–COOR;Etanoato de octilo;C10H20O2;172.26;121.50;0.00;0.00;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;Estereoisómero de diclorotetrakis ( 1.1 - dimetiletil ) di- μ - hidroxiditina;C16H38CL2O2Sn2;0.00;0.00;0.00;0.00;0.00;0.00;"	
metanol";CH4O;0.00;0.00;0.00;0.00;0.00;Complejo de estaño (Ditinametanilo);Neutro;1- Octanol;C8H18O;130.23;194.50;0.00;0.83;0.00;15.00;0.00;0.00;Sustitución;Reducción de éster a alcohol;
EST05;Ésteres;–COOR;Butanoato de etilo;C6​H12​O2​;116.16;120.50;0.00;0.88;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;lipasa de triacilglicerol;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
butirato de etilo";C6H12O2;0.00;0.00;0.00;0.00;0.00;Lipasa de triacilglicerol;Neutro;N-butilbutanamida;C8H17NO;143.23;136.50;0.00;0.88;0.00;16.61;0.46;0.00;Condensación;aminólisis enzimática;
EST08;Ésteres;–COOR;Etanoato de bencilo;C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;"	
Fosfato de titanio y circonio";Ti-xZrzP2O7;0.00;0.00;0.00;0.00;0.00;0.00;Éter Etílico;C4H10O;0.00;0.00;0.00;0.00;115.00;Fosfato de titanio y circonio;Ácido ;Etanoato de bencilo;C9H{10}O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;10000.00;Sustitución;Transesterificación;
EST10;Ésteres;–COOR;Metanoato de etilo;C3H6O2;74.08;54.50;0.00;0.92;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Medio Neutro (Sin reactivos reportados);Neutro;N-(picolil)formamida.;C7H8N2O;136.15;135.00;0.00;1.12;0.06;14.92;0.23;0.00;Condensación;formamida sustituida;
EST12;Ésteres;–COOR;Etanoato de etilo;C4H8O2;88.11;77.00;0.00;0.90;0.00;26.00;0.00;3000.00;0;0;0.00;0.00;0.00;0.00;"	
Bis [μ- (acetato- κO: κO′ )] bis (acetato- κO) octamet hyldi- μ 3 - oxotet ratin";C16H36O10Sn4;0.00;0.00;0.00;0.00;0.00;0.00;acetato de etilo;CH3COOCH2CH3;0.00;0.00;0.00;0.00;0.00;Complejo de tetrano / Acetato de etilo;Neutro ;N-octiletanamida;C10H21NO;199.33;281.33;8.00;0.86;0.06;16.52;0.46;0.00;Condensación;Aminólisis de ester;
EST14;Ésteres;–COOR;Etanoato de octilo;C10H20O2;172.26;121.50;0.00;1.18;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;"	
Estereoisómero de diclorotetrakis ( 1.1 - dimetiletil ) di- μ - hidroxiditina";C16H38Cl2O2Sn2;0.00;0.00;0.00;0.00;0.00;0.00;"	
metanol";CH4O;0.00;0.00;0.00;0.00;0.00;Complejo de estaño (Ditinametanilo);Neutro;Etanal;C8H8O;130.23;194.50;0.00;0.83;0.00;15.00;0.00;4000.00;Óxido-Reducción;Reducción controlada del éster;
EST15;Ésteres;–COOR;Butanoato de etilo;C6​H12​O2​;116.16;120.50;0.00;0.88;0.00;9.90;0.00;0.00;0;0;0.00;0.00;0.00;0.00;"	
lipasa de triacilglicerol";0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
Hexano";C6H14;0.00;0.00;0.00;0.00;30.00;Lipasa de triacilglicerol;Neutro ;Butanoato de etilo;C6H12O2;116.16;120.50;0.00;0.88;0.00;7.00;0.00;0.00;Sustitución;Hidrólisis enzimática;
EST18;Ésteres;–COOR;Etanoato de bencilo;C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;"	
Piridinio . 4- etenil- 1- (4- sulfobutil ) - . 1.1.1 - trifluorometanosulfonato ( 1: 1) . …";C12H14F3NO6S2;0.00;0.00;0.00;0.00;0.00;0.00;CicloHexano;C6H12;0.00;0.00;0.00;0.00;0.00;Triflato de polipiridinio;Ácido;Etanoato de bencilo;C9H10O2;150.17;213.00;0.00;1.05;0.00;20.00;0.00;0.00;Sustitución;transesterificación;
EST25;Ésteres;–COOR;Butanoato de etilo;C6​H12​O2​;116.16;120.50;0.00;0.88;0.00;7.00;0.00;0.00;0;0;0.00;0.00;0.00;0.00;"	
lipasa de triacilglicerol";0.00;0.00;0.00;0.00;0.00;0.00;0.00;"	
butirato de etilo";C6H12O2;0.00;0.00;0.00;0.00;0.00;Lipasa de triacilglicerol;Neutro ;Etanoato de bencilo;C9H10O2;143.23;136.50;0.00;0.88;0.00;16.61;0.46;0.00;Sustitución;Acilación de nucleófilos de nitrógeno con ésteres carboxílicos y análogos;
EST26;Ésteres;–COOR;Salicilato de metilo;C8H802;152.15;222.00;0.00;1.18;0.00;9.90;0.00;2100.00;0;0;"	
bicarbonato de sodio";NaHCO3;0.00;0.00;Oxobis (2. 4- pentano ionato- κO2 . κO4 ) titanio;TiO(C5H7O2)2;0.00;0.00;0.00;0.00;0.00;0.00;"	
Xileno";C8H10;Agua;H2O;0.00;0.00;0.00;Bicarbonato de sodio / Complejo de titanio;Básico;2-hidroxibenzoato de icosilo;C27H46O3;390.60;478.05;18.00;0.96;0.06;8.15;0.30;0.00;Sustitución;Transesterificación;
